,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,000001.SH,20201231,3473.0693,3419.7267,3474.9182,3419.7267,3414.4527,58.6166,1.7167,335673926.0,450482318.9
1,000001.SH,20201230,3414.4527,3375.0086,3414.4539,3374.4156,3379.0362,35.4165,1.0481,291023543.0,377542350.9
2,000001.SH,20201229,3379.0362,3399.2939,3407.0884,3376.0876,3397.2854,-18.2492,-0.5372,311769185.0,382102563.8
3,000001.SH,20201228,3397.2854,3396.359,3412.5193,3383.654,3396.5626,0.7228,0.0213,316181542.0,398159968.8
4,000001.SH,20201225,3396.5626,3351.7901,3397.0066,3348.3453,3363.1133,33.4493,0.9946,294546895.0,359094444.7
5,000001.SH,20201224,3363.1133,3382.193,3394.0746,3354.0215,3382.3195,-19.2062,-0.5678,275044450.0,363321144.3
6,000001.SH,20201223,3382.3195,3362.4721,3394.2089,3360.2019,3356.7822,25.5373,0.7608,299523527.0,413254779.1
7,000001.SH,20201222,3356.7822,3410.9678,3415.7538,3353.8581,3420.5693,-63.7871,-1.8648,323037654.0,432199556.5
8,000001.SH,20201221,3420.5693,3394.3945,3423.6088,3381.1158,3394.896,25.6733,0.7562,283759794.0,383898951.6
9,000001.SH,20201218,3394.896,3400.4855,3413.8134,3382.7508,3404.8732,-9.9772,-0.293,280992641.0,354027376.9
10,000001.SH,20201217,3404.8732,3367.277,3406.1547,3354.0112,3366.9832,37.89,1.1253,275463631.0,364740477.2
11,000001.SH,20201216,3366.9832,3371.2632,3378.6626,3359.1705,3367.2326,-0.2494,-0.0074,220813976.0,308823385.3
12,000001.SH,20201215,3367.2326,3366.5813,3373.5579,3348.4192,3369.1201,-1.8875,-0.056,225667402.0,315289741.3
13,000001.SH,20201214,3369.1201,3349.534,3371.1291,3338.6263,3347.191,21.9291,0.6551,239807926.0,316229132.9
14,000001.SH,20201211,3347.191,3381.008,3383.1783,3325.172,3373.2758,-26.0848,-0.7733,298617158.0,379848803.6
15,000001.SH,20201210,3373.2758,3365.731,3384.8875,3357.7531,3371.964,1.3118,0.0389,247308304.0,321616357.2
16,000001.SH,20201209,3371.964,3416.0782,3422.536,3371.9156,3410.1771,-38.2131,-1.1206,260747424.0,339317806.3
17,000001.SH,20201208,3410.1771,3417.6936,3428.6618,3403.0263,3416.6037,-6.4266,-0.1881,226907328.0,304635033.5
18,000001.SH,20201207,3416.6037,3446.6478,3449.5782,3414.3142,3444.5814,-27.9777,-0.8122,254522508.0,336836800.3
19,000001.SH,20201204,3444.5814,3436.7291,3448.4036,3417.0484,3442.1359,2.4455,0.071,256276705.0,329393208.3
20,000001.SH,20201203,3442.1359,3448.5403,3452.1612,3428.8044,3449.3805,-7.2446,-0.21,298459930.0,352422286.6
21,000001.SH,20201202,3449.3805,3453.5181,3465.7288,3435.8712,3451.9384,-2.5579,-0.0741,312811114.0,383340845.1
22,000001.SH,20201201,3451.9384,3388.9867,3457.6354,3386.9113,3391.7551,60.1833,1.7744,316188980.0,385250751.3
23,000001.SH,20201130,3391.7551,3418.1583,3456.7365,3391.7551,3408.3071,-16.552,-0.4856,384989968.0,454500571.8
24,000001.SH,20201127,3408.3071,3373.8434,3408.3071,3364.4919,3369.7334,38.5737,1.1447,280649894.0,326069547.2
25,000001.SH,20201126,3369.7334,3360.0609,3371.4537,3344.2822,3362.3274,7.406,0.2203,255886822.0,317308635.0
26,000001.SH,20201125,3362.3274,3417.515,3423.4853,3362.3274,3402.8225,-40.4951,-1.19,322110207.0,383477785.2
27,000001.SH,20201124,3402.8225,3407.4087,3413.9263,3396.2436,3414.4899,-11.6674,-0.3417,300994144.0,359505804.9
28,000001.SH,20201123,3414.4899,3384.1039,3431.6529,3377.9862,3377.7267,36.7632,1.0884,373872047.0,431504375.6
29,000001.SH,20201120,3377.7267,3359.5966,3380.1489,3356.3086,3363.0876,14.6391,0.4353,261271219.0,312659789.1
30,000001.SH,20201119,3363.0876,3339.0864,3367.3328,3330.4496,3347.3034,15.7842,0.4715,253262992.0,319520194.5
31,000001.SH,20201118,3347.3034,3337.3315,3358.8938,3333.9916,3339.895,7.4084,0.2218,287531259.0,358745367.4
32,000001.SH,20201117,3339.895,3347.1513,3347.6979,3323.9506,3346.9692,-7.0742,-0.2114,283632479.0,353623369.9
33,000001.SH,20201116,3346.9692,3325.6209,3346.9692,3313.6469,3310.1046,36.8646,1.1137,279593761.0,333750600.1
34,000001.SH,20201113,3310.1046,3327.2293,3327.2293,3291.6425,3338.6788,-28.5742,-0.8559,227898364.0,301527966.9
35,000001.SH,20201112,3338.6788,3344.4562,3350.2848,3329.485,3342.2025,-3.5237,-0.1054,216501309.0,286927436.4
36,000001.SH,20201111,3342.2025,3354.0247,3365.836,3339.0407,3360.1485,-17.946,-0.5341,271204653.0,355802065.5
37,000001.SH,20201110,3360.1485,3387.6219,3387.6219,3346.1715,3373.7337,-13.5852,-0.4027,278701113.0,390008391.7
38,000001.SH,20201109,3373.7337,3329.4285,3380.8235,3329.4285,3312.159,61.5747,1.8591,310219771.0,429948921.9
39,000001.SH,20201106,3312.159,3326.4645,3326.4645,3292.1507,3320.1333,-7.9743,-0.2402,234864132.0,325485056.7
40,000001.SH,20201105,3320.1333,3305.5798,3320.408,3291.6,3277.4402,42.6931,1.3026,226801462.0,316292710.0
41,000001.SH,20201104,3277.4402,3273.4326,3286.6212,3254.1113,3271.0744,6.3658,0.1946,188514128.0,270723846.5
42,000001.SH,20201103,3271.0744,3239.8063,3278.3806,3237.8539,3225.1196,45.9548,1.4249,215297864.0,303730147.8
43,000001.SH,20201102,3225.1196,3228.715,3242.8041,3209.9094,3224.5325,0.5871,0.0182,226779137.0,325321869.1
44,000001.SH,20201030,3224.5325,3278.6312,3279.8563,3219.4216,3272.7274,-48.1949,-1.4726,230188803.0,328917241.6
45,000001.SH,20201029,3272.7274,3235.7647,3289.7655,3231.1243,3269.238,3.4894,0.1067,184703589.0,278605665.2
46,000001.SH,20201028,3269.238,3256.2225,3275.8714,3238.382,3254.3157,14.9223,0.4585,173181965.0,256213458.2
47,000001.SH,20201027,3254.3157,3240.7395,3258.3369,3235.5443,3251.1188,3.1969,0.0983,149115566.0,217487420.9
48,000001.SH,20201026,3251.1188,3258.7028,3264.4464,3226.6018,3277.9972,-26.8784,-0.82,167731795.0,235462468.4
49,000001.SH,20201023,3277.9972,3308.1581,3326.0489,3276.6197,3312.5005,-34.5033,-1.0416,174208982.0,249912883.3
50,000001.SH,20201022,3312.5005,3315.8206,3320.8787,3281.3662,3325.0247,-12.5242,-0.3767,165949987.0,236428248.9
51,000001.SH,20201021,3325.0247,3332.147,3332.147,3304.1693,3328.1029,-3.0782,-0.0925,177632115.0,246848139.0
52,000001.SH,20201020,3328.1029,3307.1498,3328.1029,3293.7662,3312.6671,15.4358,0.466,165084762.0,227823367.1
53,000001.SH,20201019,3312.6671,3351.0961,3371.0862,3307.8407,3336.3582,-23.6911,-0.7101,212303540.0,283882790.2
54,000001.SH,20201016,3336.3582,3334.4568,3348.9543,3319.11,3332.1832,4.175,0.1253,194295421.0,253448029.5
55,000001.SH,20201015,3332.1832,3342.9222,3354.5784,3330.0014,3340.7782,-8.595,-0.2573,191031282.0,263848674.0
56,000001.SH,20201014,3340.7782,3353.6247,3353.6247,3332.9635,3359.7499,-18.9717,-0.5647,198659382.0,281159984.7
57,000001.SH,20201013,3359.7499,3353.1213,3361.8315,3334.4989,3358.4652,1.2847,0.0383,204926103.0,288505837.5
58,000001.SH,20201012,3358.4652,3287.3281,3359.1526,3286.1111,3272.0762,86.389,2.6402,259622408.0,355700113.7
59,000001.SH,20201009,3272.0762,3262.6105,3280.5124,3260.1873,3218.0521,54.0241,1.6788,188325648.0,264171043.8
60,000001.SH,20200930,3218.0521,3232.7104,3244.9134,3202.3435,3224.3593,-6.3072,-0.1956,153504457.0,205762857.3
61,000001.SH,20200929,3224.3593,3231.8551,3242.7937,3219.7902,3217.5346,6.8247,0.2121,151349870.0,207307813.8
62,000001.SH,20200928,3217.5346,3224.9769,3238.1825,3210.8925,3219.4179,-1.8833,-0.0585,155982783.0,209672387.6
63,000001.SH,20200925,3219.4179,3234.3739,3239.4662,3208.0349,3223.1764,-3.7585,-0.1166,164822419.0,220674477.0
64,000001.SH,20200924,3223.1764,3262.879,3265.3451,3221.2365,3279.7105,-56.5341,-1.7238,206736011.0,258259919.7
65,000001.SH,20200923,3279.7105,3278.8358,3289.7624,3264.8907,3274.3015,5.409,0.1652,169178068.0,240742428.8
66,000001.SH,20200922,3274.3015,3290.6656,3320.2278,3265.7025,3316.9351,-42.6336,-1.2853,214015065.0,269113293.7
67,000001.SH,20200921,3316.9351,3348.8988,3350.5893,3313.0714,3338.0897,-21.1546,-0.6337,216503093.0,287691308.1
68,000001.SH,20200918,3338.0897,3270.911,3338.3243,3268.526,3270.435,67.6547,2.0687,256260788.0,337025892.9
69,000001.SH,20200917,3270.435,3277.3238,3290.4094,3248.499,3283.9244,-13.4894,-0.4108,202931972.0,279311053.4
70,000001.SH,20200916,3283.9244,3293.1678,3302.4556,3271.075,3295.6795,-11.7551,-0.3567,200443364.0,242270893.5
71,000001.SH,20200915,3295.6795,3277.1284,3297.6904,3263.7522,3278.8138,16.8657,0.5144,197684400.0,251763868.5
72,000001.SH,20200914,3278.8138,3275.9181,3283.5325,3261.1479,3260.3461,18.4677,0.5664,213924137.0,269219919.7
73,000001.SH,20200911,3260.3461,3225.7836,3262.4976,3220.5363,3234.8234,25.5227,0.789,221698830.0,254844994.3
74,000001.SH,20200910,3234.8234,3282.232,3285.4731,3227.6435,3254.6279,-19.8045,-0.6085,312472804.0,309676743.6
75,000001.SH,20200909,3254.6279,3280.9974,3289.6148,3238.5606,3316.417,-61.7891,-1.8631,351509747.0,341054534.1
76,000001.SH,20200908,3316.417,3301.2173,3324.3929,3276.4431,3292.5907,23.8263,0.7236,271066278.0,320229901.3
77,000001.SH,20200907,3292.5907,3349.9184,3368.2446,3285.6326,3355.3666,-62.7759,-1.8709,260616567.0,357726463.9
78,000001.SH,20200904,3355.3666,3336.4076,3360.1061,3328.5518,3384.9806,-29.614,-0.8749,221636550.0,308179657.6
79,000001.SH,20200903,3384.9806,3404.0319,3425.6294,3374.2634,3404.8017,-19.8211,-0.5822,255346279.0,350706563.9
80,000001.SH,20200902,3404.8017,3420.4693,3421.3959,3377.2111,3410.6068,-5.8051,-0.1702,261546319.0,345638982.3
81,000001.SH,20200901,3410.6068,3389.7424,3410.6068,3381.7108,3395.6775,14.9293,0.4397,246999249.0,326850955.3
82,000001.SH,20200831,3395.6775,3416.5497,3442.7363,3395.4675,3403.8066,-8.1291,-0.2388,323473890.0,436930125.4
83,000001.SH,20200828,3403.8066,3346.2893,3405.8768,3339.6494,3350.1128,53.6938,1.6027,271325549.0,379367046.4
84,000001.SH,20200827,3350.1128,3333.4909,3351.8324,3312.9859,3329.7388,20.374,0.6119,237099353.0,317153391.5
85,000001.SH,20200826,3329.7388,3371.8083,3382.6032,3320.1355,3373.5781,-43.8393,-1.2995,294451036.0,381928906.6
86,000001.SH,20200825,3373.5781,3392.8797,3408.8697,3364.1602,3385.6383,-12.0602,-0.3562,277113421.0,355997790.8
87,000001.SH,20200824,3385.6383,3391.1132,3396.5663,3368.0258,3380.6825,4.9558,0.1466,266227841.0,345683380.0
88,000001.SH,20200821,3380.6825,3380.2269,3393.9175,3358.0005,3363.8988,16.7837,0.4989,287488340.0,361281752.7
89,000001.SH,20200820,3363.8988,3385.9645,3394.557,3352.7767,3408.1288,-44.23,-1.2978,335600982.0,401815550.1
90,000001.SH,20200819,3408.1288,3444.5646,3454.4613,3406.1642,3451.0894,-42.9606,-1.2448,405722214.0,498262158.3
91,000001.SH,20200818,3451.0894,3441.9337,3456.7206,3432.6402,3438.801,12.2884,0.3573,380729275.0,493052155.3
92,000001.SH,20200817,3438.801,3373.9018,3450.8987,3369.3742,3360.0988,78.7022,2.3423,434598260.0,537425075.1
93,000001.SH,20200814,3360.0988,3315.6687,3362.0267,3302.7357,3320.7261,39.3727,1.1857,305998376.0,367467421.7
94,000001.SH,20200813,3320.7261,3328.1754,3338.1518,3309.4629,3319.2656,1.4605,0.044,324291278.0,387162288.6
95,000001.SH,20200812,3319.2656,3327.4929,3335.729,3263.2653,3340.29,-21.0244,-0.6294,378328959.0,480731246.1
96,000001.SH,20200811,3340.29,3379.4874,3409.0589,3336.0945,3379.2524,-38.9624,-1.153,400452706.0,514020764.1
97,000001.SH,20200810,3379.2524,3341.5276,3399.9323,3335.0427,3354.0352,25.2172,0.7518,381379630.0,527083944.6
98,000001.SH,20200807,3354.0352,3370.5878,3374.133,3307.7127,3386.4631,-32.4279,-0.9576,403929633.0,561435649.6
99,000001.SH,20200806,3386.4631,3380.7621,3392.7048,3334.3341,3377.5648,8.8983,0.2635,415302510.0,570488248.1
100,000001.SH,20200805,3377.5648,3363.3324,3383.6365,3333.877,3371.6875,5.8773,0.1743,385823027.0,526515054.7
101,000001.SH,20200804,3371.6875,3376.4402,3391.0743,3352.5017,3367.9658,3.7217,0.1105,442328551.0,604942141.5
102,000001.SH,20200803,3367.9658,3332.1826,3368.1028,3327.6773,3310.0065,57.9593,1.751,407460867.0,572430759.8
103,000001.SH,20200731,3310.0065,3280.7959,3333.7859,3261.6135,3286.822,23.1845,0.7054,353758979.0,495778040.7
104,000001.SH,20200730,3286.822,3299.5718,3312.4508,3282.1617,3294.5521,-7.7301,-0.2346,340704121.0,476974005.6
105,000001.SH,20200729,3294.5521,3221.9883,3294.5521,3209.9902,3227.9604,66.5917,2.063,324924062.0,453094399.5
106,000001.SH,20200728,3227.9604,3226.1329,3245.2967,3208.4939,3205.2268,22.7336,0.7093,289377861.0,389873696.2
107,000001.SH,20200727,3205.2268,3210.3863,3221.9846,3174.6583,3196.7684,8.4584,0.2646,299319021.0,402231919.3
108,000001.SH,20200724,3196.7684,3310.6449,3319.1268,3184.9645,3325.1102,-128.3418,-3.8598,427054026.0,584311865.0
109,000001.SH,20200723,3325.1102,3306.1489,3336.3002,3257.8269,3333.1635,-8.0533,-0.2416,407042499.0,546887089.7
110,000001.SH,20200722,3333.1635,3315.1816,3381.9757,3311.7862,3320.8947,12.2688,0.3694,393335335.0,540577040.6
111,000001.SH,20200721,3320.8947,3330.5467,3336.6791,3300.5719,3314.149,6.7457,0.2035,359252029.0,488862180.4
112,000001.SH,20200720,3314.149,3243.9105,3314.149,3220.684,3214.1287,100.0203,3.1119,418555306.0,544045656.2
113,000001.SH,20200717,3214.1287,3214.4022,3252.7786,3181.2745,3210.0986,4.0301,0.1255,359652413.0,486536118.3
114,000001.SH,20200716,3210.0986,3356.359,3373.5317,3209.7272,3361.3044,-151.2058,-4.4984,490613123.0,679468340.6
115,000001.SH,20200715,3361.3044,3422.0778,3432.4506,3345.7488,3414.6186,-53.3142,-1.5614,492030542.0,674727409.8
116,000001.SH,20200714,3414.6186,3435.0237,3451.2224,3366.0828,3443.2863,-28.6677,-0.8326,543211492.0,707327005.2
117,000001.SH,20200713,3443.2863,3379.3867,3458.7914,3369.0378,3383.3222,59.9641,1.7723,558006875.0,717397053.1
118,000001.SH,20200710,3383.3222,3418.9347,3433.1085,3372.5066,3450.5935,-67.2713,-1.9496,556120011.0,703197550.4
119,000001.SH,20200709,3450.5935,3403.4832,3456.9721,3393.6379,3403.4401,47.1534,1.3855,620001823.0,751406830.4
120,000001.SH,20200708,3403.4401,3337.5518,3421.5312,3327.7062,3345.3369,58.1032,1.7368,587081685.0,696807634.5
